,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
12/1/20,60,1,0,48,10,110,72,20,6,5,82,63,0,31,146,86,23,0,35,35,20,32,30,195,22,29,165,17,62,20,2,90,21,59,23,27,0,157,15,24,172,13,23,2,36,202,19,3,31,21,23,117,24
12/2/20,73,0,0,52,10,107,84,51,3,5,97,52,0,31,266,99,69,120,0,46,4,42,46,83,77,15,51,15,48,38,9,62,40,60,82,12,0,167,54,17,174,14,40,47,50,211,16,2,20,23,20,92,0
12/3/20,65,8,0,82,33,148,127,20,5,2,98,81,2,23,228,87,85,1,71,23,2,49,50,193,92,28,64,9,31,48,7,64,44,62,44,11,0,150,24,20,183,12,22,38,93,226,11,1,34,17,11,70,27
12/4/20,55,11,0,64,31,221,18,35,4,1,120,77,10,18,157,98,62,107,25,24,4,26,36,82,61,37,75,5,27,22,8,46,33,58,57,12,0,187,24,30,182,12,30,31,95,232,8,2,13,26,10,69,0
12/5/20,46,1,0,40,34,98,19,0,4,2,90,68,5,0,235,97,17,1,23,0,3,30,43,204,75,33,60,7,8,29,7,51,32,70,49,18,0,176,14,24,142,16,21,27,29,211,14,2,37,18,30,92,0
12/6/20,12,0,0,25,40,57,-1,0,7,2,93,13,1,3,99,88,35,0,10,36,0,26,51,0,64,12,8,2,11,14,5,15,11,61,27,6,0,178,22,6,70,15,49,19,38,80,0,0,3,16,9,18,0
12/7/20,3,3,0,0,53,101,2,78,5,4,105,45,0,20,100,94,6,70,10,23,0,19,31,101,21,0,5,6,31,4,2,15,7,80,17,9,0,177,15,12,65,24,13,0,66,58,10,2,8,22,3,21,23
12/8/20,50,0,0,23,39,209,14,18,3,0,96,22,0,19,168,106,1,1,20,45,12,51,41,203,22,56,141,21,35,40,0,90,0,90,45,0,0,191,11,35,203,21,6,1,100,170,23,4,52,10,29,81,0
12/9/20,43,4,0,108,34,201,267,43,13,3,84,48,4,29,229,102,0,85,16,32,7,46,90,81,82,24,40,8,23,25,4,116,67,68,56,58,0,187,23,30,198,15,27,36,62,269,23,1,21,7,31,88,10
12/10/20,49,5,0,73,34,173,120,42,6,4,129,54,2,33,232,106,0,0,28,40,0,50,43,194,89,42,74,10,35,50,14,66,23,87,53,23,0,194,35,13,235,26,15,30,69,197,21,3,54,11,20,67,0
12/11/20,52,3,0,91,55,215,87,36,4,1,123,56,1,15,222,110,469,131,22,43,4,52,48,65,94,41,7,24,14,45,6,54,43,98,38,21,0,182,27,15,214,20,46,33,87,232,9,4,35,6,17,57,22
12/12/20,16,18,0,77,36,123,25,0,7,4,71,44,2,18,165,95,15,0,24,0,7,36,50,230,67,56,51,11,22,41,10,70,24,88,44,22,0,189,35,12,194,19,12,33,73,183,13,2,39,2,28,58,0
12/13/20,0,0,0,35,34,70,87,0,13,2,81,1,3,6,107,89,1,1,15,51,0,17,42,0,85,19,7,2,8,19,3,19,44,118,27,0,0,180,22,5,125,30,54,16,62,95,17,0,2,0,2,15,0
12/14/20,0,0,0,1,45,92,11,81,6,1,137,28,0,19,116,107,60,37,17,27,2,25,39,94,18,5,4,0,45,9,1,24,21,76,32,5,0,184,8,6,66,15,12,0,79,47,7,1,3,0,10,13,0
12/15/20,22,3,0,64,26,335,116,22,7,4,79,56,0,20,132,92,67,0,15,50,6,64,55,206,21,48,224,8,20,47,0,97,28,124,26,13,0,185,14,52,247,16,5,2,74,210,15,4,56,0,34,56,7
12/16/20,74,2,0,108,58,344,71,40,13,0,122,68,4,17,190,92,14,138,23,38,2,64,70,93,92,42,63,10,10,56,21,131,43,108,98,25,0,211,42,49,318,19,44,39,53,266,19,5,38,101,27,85,0
12/17/20,56,2,0,147,38,320,70,46,6,5,101,66,2,28,208,113,100,8,54,31,9,49,45,213,83,26,51,13,5,20,4,77,54,128,86,9,0,208,16,21,216,17,43,1,177,246,30,0,45,75,32,68,23
12/18/20,42,0,0,142,27,289,33,29,7,3,96,38,1,16,221,107,0,90,28,30,5,39,52,67,65,34,29,5,17,35,9,44,25,129,60,21,0,209,17,21,218,15,29,28,115,330,14,2,45,-13,20,71,0
12/19/20,93,1,0,118,52,167,80,0,13,2,72,49,0,0,120,94,82,0,27,0,11,54,47,206,57,36,68,10,5,43,12,49,27,124,59,6,0,188,28,36,211,20,23,21,0,184,8,1,45,0,31,90,0
12/20/20,0,0,0,34,46,87,29,0,14,7,95,2,1,5,81,86,56,1,26,48,0,36,60,0,70,19,28,1,11,30,6,21,16,114,40,0,0,189,23,1,89,14,40,11,111,114,7,3,7,0,6,21,0
12/21/20,0,0,0,1,58,210,10,95,7,5,112,16,0,21,120,107,0,109,15,65,1,23,42,79,22,2,12,16,25,6,0,29,9,133,16,2,0,193,6,6,58,11,27,20,65,110,6,0,4,2,1,8,0
12/22/20,63,10,0,153,43,369,-9,27,7,2,74,64,0,12,144,79,64,0,28,51,10,48,45,189,24,79,213,14,10,38,0,103,23,158,51,5,0,199,22,35,318,18,14,0,133,178,12,1,51,25,42,128,22
12/23/20,135,3,0,54,38,338,93,33,9,7,120,56,3,11,171,92,15,42,26,68,8,49,83,73,75,43,105,19,40,46,21,140,40,150,69,5,0,155,43,21,257,10,52,8,111,258,23,5,55,31,23,74,0
12/24/20,89,2,0,115,30,302,88,55,9,5,121,63,0,25,118,73,71,12,0,46,6,59,76,0,79,23,45,2,7,45,13,78,29,149,0,17,0,141,45,12,255,17,15,41,51,288,8,3,31,22,34,66,0
12/25/20,4,0,0,115,32,82,36,0,11,0,0,49,0,0,194,80,5,2,0,0,2,32,0,0,0,6,9,0,-10,27,0,51,35,132,0,4,0,158,0,0,135,21,0,0,0,183,0,0,29,0,19,6,0
12/26/20,5,1,0,15,3,238,6,0,8,6,140,54,0,5,70,93,0,1,68,0,0,21,47,275,57,3,11,3,1,1,11,18,9,130,166,0,0,182,29,7,24,11,81,16,12,24,8,1,20,0,6,4,0
12/27/20,6,0,0,3,41,62,18,0,15,6,77,4,0,0,112,92,1,0,21,19,4,32,100,0,40,41,1,5,0,8,7,17,30,125,23,2,0,175,13,5,118,13,31,0,69,55,2,6,14,0,1,10,0
12/28/20,21,0,0,42,55,257,21,113,9,3,96,7,0,23,134,101,0,42,8,45,3,28,48,64,13,28,6,3,28,21,7,21,36,131,12,4,0,182,13,6,90,14,18,0,76,75,5,2,7,11,9,21,32
12/29/20,25,1,0,171,66,424,56,20,6,4,101,83,0,16,126,119,68,26,31,61,7,63,60,212,36,85,101,12,16,45,20,126,21,141,13,6,0,163,22,16,288,17,25,0,122,231,16,1,59,174,21,92,0
12/30/20,37,2,0,78,34,491,63,40,8,5,137,67,0,10,215,98,10,167,29,51,1,45,120,52,66,28,86,11,8,47,6,175,33,153,155,6,0,148,48,19,320,11,51,18,100,305,21,4,64,51,34,40,0
12/31/20,53,3,0,146,39,542,64,31,6,6,127,88,3,33,167,76,69,0,0,40,13,47,85,0,61,40,30,11,40,59,18,90,41,141,19,17,0,152,36,9,288,19,47,24,97,325,13,2,48,41,20,50,33
1/1/21,45,0,0,151,35,347,59,0,4,2,0,24,1,0,0,78,7,137,0,0,5,47,0,0,0,29,23,0,17,21,0,118,25,174,0,17,0,145,0,0,215,14,0,0,0,293,0,0,49,0,23,12,0
1/2/21,0,9,0,46,18,234,39,104,7,4,217,2,0,12,239,94,48,1,75,0,6,25,79,288,54,24,4,10,1,5,10,27,32,120,144,1,0,153,38,15,28,13,89,13,63,83,25,3,36,0,12,2,0
1/3/21,1,0,0,0,20,91,22,0,8,2,97,4,0,0,105,63,0,0,25,49,1,27,108,0,53,31,19,1,3,32,11,21,17,146,18,0,0,135,20,8,58,17,84,12,55,54,7,1,7,-2,3,5,0
1/4/21,5,3,0,3,51,382,10,69,5,3,103,7,0,11,90,110,46,18,26,48,2,33,61,85,13,13,2,3,10,26,1,17,23,178,31,2,0,164,5,6,101,18,15,0,143,74,4,4,8,23,20,8,0
1/5/21,8,0,0,253,36,499,47,24,8,4,98,101,0,12,150,65,7,95,23,50,8,55,63,217,18,91,215,30,10,29,11,157,20,146,55,17,0,135,19,44,199,13,14,0,99,238,7,5,59,59,46,97,26
1/6/21,108,2,0,127,65,543,59,38,9,5,129,93,10,17,173,83,61,35,34,46,3,50,102,59,76,38,35,10,11,60,24,141,47,166,80,5,0,154,62,8,358,19,84,6,112,310,18,3,35,64,39,69,0
1/7/21,86,3,0,297,25,519,52,57,10,2,164,65,0,29,206,75,5,1,37,47,13,41,73,206,44,0,72,23,16,44,11,123,39,204,137,7,0,119,39,10,262,11,79,25,113,380,29,3,49,29,37,42,25
1/8/21,111,0,0,197,40,544,36,37,4,1,185,84,4,6,167,63,59,122,13,105,41,43,76,40,48,88,37,11,14,55,19,110,30,165,115,11,0,141,31,7,207,13,34,12,126,630,22,1,37,65,36,52,0
1/9/21,108,1,0,98,44,563,52,0,12,4,138,143,5,5,102,68,3,0,20,0,6,30,89,232,43,45,42,5,4,56,16,98,22,190,97,1,0,132,35,28,252,14,63,14,86,185,9,0,69,-1,16,38,0
1/10/21,35,0,0,105,33,311,18,0,9,4,108,1,1,6,83,58,11,1,25,40,0,26,77,0,44,21,7,2,23,17,7,0,17,162,142,0,0,147,23,1,94,12,53,15,81,166,2,0,2,0,12,3,0
1/11/21,13,0,0,6,38,476,5,92,9,4,159,17,0,10,70,70,1,108,21,45,6,29,55,47,4,19,4,1,12,33,0,0,15,200,11,0,0,142,14,9,88,21,15,0,80,106,4,0,10,1,12,5,0
1/12/21,226,1,0,335,40,658,29,33,11,4,156,187,0,12,134,54,83,1,22,53,11,66,67,104,13,98,199,10,19,46,9,185,30,185,60,3,0,148,29,54,245,14,34,0,146,310,26,2,84,90,40,58,33
1/13/21,187,1,0,191,65,508,43,87,9,6,169,141,3,8,120,63,10,101,47,51,4,37,86,40,50,31,28,2,12,50,7,122,13,170,107,1,0,144,44,41,347,11,51,19,137,382,27,0,75,49,37,46,0
1/14/21,185,2,0,182,42,624,31,17,12,11,217,172,6,27,107,66,19,1,51,58,8,45,74,175,43,41,46,8,15,62,12,0,29,240,80,8,0,118,34,29,300,10,23,10,84,416,11,4,74,38,31,49,0
1/15/21,85,1,0,185,35,689,27,41,4,0,186,163,0,12,149,65,6,141,19,0,16,45,76,39,33,55,35,9,19,40,11,159,38,204,108,23,0,142,43,21,225,16,103,15,79,393,12,1,30,27,31,42,0
1/16/21,89,0,0,208,30,386,20,0,6,5,205,153,2,2,147,69,64,0,32,0,30,47,74,119,37,70,31,2,0,63,19,94,36,172,83,8,0,121,27,41,214,15,71,4,44,342,13,0,50,0,28,135,0
1/17/21,1,0,0,18,18,235,16,0,12,3,133,5,2,2,30,68,2,1,34,123,4,26,69,0,40,40,3,4,0,18,6,25,22,188,67,3,0,119,35,1,113,8,129,23,36,172,8,0,23,0,15,1,0
1/18/21,1,0,0,-1,32,174,7,76,10,7,137,64,0,0,68,68,1,22,40,50,3,29,53,17,12,3,4,1,5,5,0,19,26,182,0,0,0,125,7,3,75,18,11,11,39,111,7,0,10,0,8,20,0
1/19/21,5,1,0,1,43,679,2,12,9,4,162,212,2,30,35,50,8,0,27,71,5,54,44,16,6,50,13,0,0,8,5,54,17,193,56,2,0,103,43,5,83,12,11,0,41,321,7,0,59,37,31,47,28
1/20/21,157,23,0,262,55,630,34,44,9,2,142,206,1,-2,132,66,62,54,49,59,11,39,80,68,34,64,199,1,20,71,12,152,34,215,61,1,0,98,48,24,387,24,69,0,85,459,10,2,63,0,21,62,0
1/21/21,96,1,0,244,55,735,18,48,13,1,161,111,3,19,138,51,51,0,58,59,6,46,77,163,32,30,36,6,6,47,12,96,35,200,139,13,0,100,55,11,255,9,45,6,128,451,30,3,79,125,13,55,0
1/22/21,107,0,0,229,53,554,22,45,11,3,272,171,4,13,111,66,33,22,36,41,4,57,81,18,21,45,45,4,10,48,9,115,33,187,125,6,0,121,47,22,204,16,31,11,93,439,24,1,62,49,7,45,21
1/23/21,171,5,0,169,14,509,20,0,2,3,153,186,4,1,111,47,8,0,49,0,4,45,77,230,31,39,18,37,1,53,10,59,38,164,122,8,0,99,44,12,187,8,75,12,42,344,11,1,77,0,16,49,0
1/24/21,3,0,0,68,43,237,23,0,13,2,129,4,6,1,35,46,1,0,35,82,0,28,69,0,32,20,7,10,0,15,6,17,30,194,109,0,0,108,48,3,79,16,68,9,40,186,13,0,-1,0,23,6,0
1/25/21,2,0,0,1,44,426,7,92,4,7,153,53,0,12,64,41,1,29,39,25,3,35,45,38,3,5,7,0,15,3,3,21,12,213,25,0,0,101,14,2,62,13,5,0,111,179,2,1,3,34,4,9,0
1/26/21,234,1,0,209,40,709,5,23,5,9,227,179,59,7,109,50,4,1,35,31,11,63,42,86,8,75,129,34,11,59,4,133,14,180,56,4,0,87,30,22,227,11,26,0,192,330,16,0,93,19,29,65,25
1/27/21,276,1,0,195,52,534,35,42,7,7,160,161,3,26,96,50,8,94,47,67,4,33,84,9,18,65,34,16,12,46,12,115,27,162,139,1,0,80,65,20,216,7,95,34,154,457,7,1,54,44,25,38,0
1/28/21,168,1,0,176,42,782,17,44,9,7,202,184,2,7,125,43,32,1,69,55,5,41,44,88,16,28,23,9,4,47,16,81,28,206,131,1,0,83,35,6,190,14,230,24,101,415,0,0,80,32,30,32,0
1/29/21,226,0,0,203,47,692,25,26,7,5,219,159,1,4,72,40,45,61,57,58,3,39,96,8,28,38,14,17,0,37,14,82,22,185,111,2,0,85,48,8,169,7,39,5,44,358,35,0,71,42,23,56,0
1/30/21,0,0,0,76,7,484,26,0,2,2,106,210,0,0,67,42,74,0,46,0,20,31,87,115,19,35,15,5,-1,46,6,72,17,178,130,3,0,83,33,19,128,9,72,7,113,274,8,1,70,0,9,40,0
1/31/21,122,0,0,22,30,240,20,0,4,4,119,2,3,0,40,34,250,2,31,58,0,20,46,0,13,27,1,1,0,6,15,29,18,182,48,0,0,73,43,0,58,8,28,3,76,150,2,1,15,0,9,4,0
2/1/21,0,0,0,4,27,499,1,73,3,3,206,44,0,10,20,35,5,30,35,53,5,27,30,11,2,11,3,1,0,8,2,29,12,172,7,0,0,70,17,1,39,11,241,0,103,171,3,1,10,33,4,2,0
2/2/21,206,17,0,238,44,448,9,14,8,0,137,208,0,6,63,40,13,0,32,41,23,34,45,73,8,76,266,15,9,46,0,71,15,171,67,0,0,76,38,23,125,14,35,1,147,374,17,1,43,-2,3,44,28
2/3/21,309,0,0,214,46,583,14,24,2,10,197,137,4,7,84,37,56,75,51,53,9,32,56,35,24,26,75,54,2,49,17,109,28,166,169,0,0,84,52,10,141,14,76,3,133,420,12,3,58,72,27,16,0
2/4/21,162,0,0,176,24,630,18,28,3,6,228,169,2,-1,77,189,58,0,58,38,3,31,76,81,17,24,26,5,21,51,9,100,17,150,150,0,0,70,27,7,130,7,93,6,169,414,14,2,75,28,22,49,0
2/5/21,84,0,0,196,41,609,23,29,4,8,210,102,0,11,106,89,34,203,50,32,2,36,75,25,22,40,14,-1,6,39,6,93,23,168,113,4,0,63,29,4,160,6,66,10,203,440,17,0,82,33,20,30,0
2/6/21,64,0,0,63,11,384,17,0,4,7,142,232,0,9,73,66,41,0,49,0,2,42,62,104,16,44,17,5,10,33,7,78,8,201,85,2,0,69,51,18,145,7,58,6,58,289,5,1,41,0,19,36,0
2/7/21,2,0,0,37,15,230,9,0,6,5,97,2,2,0,62,65,0,1,31,43,1,20,78,0,10,3,2,2,0,24,6,25,13,179,57,0,0,60,52,3,64,12,40,5,6,140,3,1,5,0,10,2,0
2/8/21,8,0,0,7,30,346,2,68,4,4,119,38,0,9,41,58,2,92,40,23,1,23,55,9,3,1,1,0,0,2,2,22,13,124,8,1,0,65,4,1,29,8,39,0,97,160,2,0,42,2,2,1,0
2/9/21,56,1,0,231,42,493,13,16,4,5,233,171,0,4,23,67,35,0,35,20,3,41,70,62,6,72,10,1,10,37,3,92,18,170,55,3,0,59,53,7,142,7,3,0,65,317,10,3,78,107,19,49,23
2/10/21,309,0,0,176,26,475,24,28,3,4,160,120,5,11,67,59,29,103,49,50,2,33,83,14,11,25,11,5,8,23,7,147,31,172,135,2,0,46,30,13,126,10,49,6,100,349,17,1,34,45,25,42,0
2/11/21,133,0,0,200,25,553,11,28,4,8,174,92,1,0,116,26,22,0,36,27,0,21,62,80,24,23,225,0,4,55,1,79,18,140,113,1,0,50,48,12,114,10,95,14,81,387,9,1,26,30,12,18,0
2/12/21,159,2,0,172,13,464,9,27,2,3,183,195,1,5,42,90,27,59,42,37,2,36,89,8,19,39,31,4,12,26,9,64,23,147,82,1,0,51,11,38,104,5,57,2,81,366,11,1,8,42,13,11,0
2/13/21,62,0,0,114,40,415,24,0,4,3,118,142,0,7,60,32,13,0,19,0,4,33,66,92,7,32,28,3,0,31,4,47,14,156,77,0,0,36,35,43,95,7,17,7,9,248,5,0,30,0,1,10,0
2/14/21,0,0,0,30,13,222,10,0,5,0,96,21,1,0,34,24,0,0,10,16,2,18,60,0,7,1,2,0,0,15,3,14,13,134,38,0,0,43,30,0,25,3,87,6,31,124,4,0,16,0,9,1,0
2/15/21,2,0,0,0,10,70,2,66,3,1,155,57,0,0,45,18,1,41,9,33,0,26,33,11,2,2,1,1,1,11,2,12,9,116,10,0,0,55,17,0,21,3,36,0,4,63,2,1,4,0,2,4,0
2/16/21,13,5,0,3,12,409,2,2,0,2,220,246,0,3,33,40,26,0,27,0,2,32,50,19,2,37,4,3,1,13,1,31,12,134,61,0,0,50,20,1,15,8,21,0,17,50,1,1,21,34,4,39,15
2/17/21,89,1,0,82,26,410,10,27,1,3,157,99,1,11,25,19,43,112,18,66,3,18,56,11,10,23,34,3,14,41,12,135,12,125,108,0,0,47,28,5,185,1,62,0,31,110,9,0,38,50,9,10,0
2/18/21,78,0,0,213,10,363,26,20,1,7,163,130,1,9,73,31,15,0,37,15,1,31,63,91,14,7,176,3,7,31,2,89,18,167,96,4,0,39,23,6,98,2,38,3,72,134,7,2,15,44,11,18,0
2/19/21,149,1,0,145,13,558,14,27,0,1,218,207,2,0,71,44,15,91,28,34,1,16,40,23,8,3,51,2,18,26,2,63,19,158,54,0,0,45,20,0,76,6,58,6,7,202,21,0,8,19,12,36,0
2/20/21,17,0,0,59,12,316,9,0,0,1,121,132,0,0,58,11,0,0,25,0,2,20,53,68,11,19,11,2,4,37,1,50,11,112,76,2,0,38,23,5,75,3,43,6,51,209,8,3,99,0,6,19,0
2/21/21,2,0,0,25,9,241,5,0,1,1,93,2,1,0,40,36,0,0,21,26,0,18,47,0,9,0,0,1,0,4,1,24,14,111,30,1,0,33,26,1,27,3,68,4,18,121,10,1,134,0,7,0,0
2/22/21,0,1,0,-3,6,210,1,39,1,0,159,91,0,0,40,35,38,29,13,11,0,17,27,1,1,0,3,-1,0,10,0,16,11,106,8,0,0,38,22,1,16,2,8,0,20,139,1,1,155,35,2,0,0
2/23/21,68,0,0,148,14,348,14,10,11,3,148,92,0,14,22,43,26,0,16,26,2,30,30,37,1,24,144,5,3,21,1,104,9,111,31,1,0,25,24,6,97,5,25,0,45,220,12,1,172,24,11,39,9
2/24/21,84,0,0,43,10,1093,10,23,23,3,127,137,4,0,47,17,15,79,51,25,17,27,62,9,9,28,17,2,4,16,2,99,14,120,109,1,0,31,37,32,78,4,41,1,68,310,14,2,149,31,11,26,0
2/25/21,87,0,0,121,10,490,8,19,4,4,138,135,0,10,32,27,23,0,43,33,24,16,33,47,7,8,32,2,9,14,6,70,13,105,63,1,0,35,38,10,80,3,45,8,55,254,11,2,156,30,5,58,0
2/26/21,38,0,0,83,10,360,15,8,12,4,146,20,2,9,68,37,25,11,30,26,0,33,46,2,12,25,15,4,15,9,4,45,14,125,49,1,0,31,18,2,58,0,34,7,56,291,17,1,234,14,1,5,0
2/27/21,61,0,0,70,10,169,5,0,0,1,110,75,2,1,35,25,7,0,25,0,1,18,43,70,13,31,12,2,4,15,3,46,15,110,26,3,0,27,59,2,1,0,21,7,16,143,22,0,185,0,6,15,0
2/28/21,-1,0,0,13,-174,233,6,0,4,7,118,1,0,0,25,17,1,0,12,21,1,13,51,0,8,12,-1,1,0,0,0,14,16,117,0,0,0,27,49,0,73,0,48,2,18,178,6,0,170,0,3,0,0
3/1/21,2,10,0,-1,7,307,1,29,0,2,147,81,0,7,24,22,1,8,15,20,0,10,26,11,3,0,2,0,0,0,0,21,13,102,42,0,0,29,50,4,16,15,16,0,10,212,5,1,231,13,0,0,0
